City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
286,Diego De Almagro,CL,2022-05-16 14:50:57,-26.3667,-70.05,72.18,17,36,4.52
287,Tateyama,JP,2022-05-16 14:44:21,34.9833,139.8667,61.11,90,100,14.99
288,Fort Frances,CA,2022-05-16 14:53:47,48.5999,-93.4003,46.62,69,100,11.5
289,Dindori,IN,2022-05-16 14:53:48,22.95,81.0833,91.87,21,10,4.59
290,Pimentel,PE,2022-05-16 14:53:48,-6.8367,-79.9342,68.29,73,0,6.91
291,Bainbridge,US,2022-05-16 14:53:37,47.6262,-122.5212,55.85,86,100,8.99
292,Manadhoo,MV,2022-05-16 14:53:49,5.7667,73.3833,83.41,80,100,24.56
293,Navlya,RU,2022-05-16 14:53:49,52.8281,34.4989,57.34,59,69,13.31
294,Rocha,UY,2022-05-16 14:53:50,-34.4833,-54.3333,54.36,77,88,17.47
295,Shushtar,IR,2022-05-16 14:53:50,32.0455,48.8567,107.53,13,0,18.86
296,Camopi,GF,2022-05-16 14:53:51,3.1655,-52.3158,81.1,91,98,4.21
297,Nioro,GM,2022-05-16 14:53:52,13.35,-15.75,106.99,12,84,3.83
298,Porto Recanati,IT,2022-05-16 14:53:52,43.4365,13.6613,83.98,41,2,7.78
299,Golspie,GB,2022-05-16 14:53:53,57.9727,-3.978,51.15,95,100,15.39
300,Leningradskiy,RU,2022-05-16 14:53:53,69.3833,178.4167,12.79,95,58,7.27
301,Murashi,RU,2022-05-16 14:53:54,59.3999,48.9615,53.76,67,46,1.97
302,Tarkwa,GH,2022-05-16 14:53:54,5.3064,-1.9847,87.96,60,100,5.55
303,Hami,CN,2022-05-16 14:53:55,42.8,93.45,77.09,11,100,5.73
304,Tutoia,BR,2022-05-16 14:53:55,-2.7619,-42.2744,86.14,58,44,11.16
305,Nuuk,GL,2022-05-16 14:53:56,64.1835,-51.7216,32.88,74,0,8.99
306,Marsa Matruh,EG,2022-05-16 14:53:56,31.3525,27.2453,73.6,68,0,11.5
307,Dunmore East,IE,2022-05-16 14:53:57,52.1514,-6.9861,62.33,75,75,20.71
308,Porbandar,IN,2022-05-16 14:53:57,21.6422,69.6093,84.18,72,4,14.76
309,College,US,2022-05-16 14:53:58,64.8569,-147.8028,37.08,93,75,1.14
310,Kupang,ID,2022-05-16 14:53:58,-10.1667,123.5833,77.23,83,19,6.64
311,Shetpe,KZ,2022-05-16 14:53:59,44.1667,52.1167,62.8,64,100,18.99
312,Niteroi,BR,2022-05-16 14:53:59,-22.8833,-43.1036,81.19,74,75,5.75
313,Tambopata,PE,2022-05-16 14:54:00,-12.7333,-69.1833,71.49,73,100,9.22
314,Victoria,HK,2022-05-16 14:51:37,22.2855,114.1577,70.32,77,100,8.01
315,Mapiripan,CO,2022-05-16 14:54:00,2.8892,-72.1256,74.89,95,100,2.77
316,Yantal,RU,2022-05-16 14:54:01,56.8471,105.2542,57.87,39,100,3.62
317,Sao Geraldo Do Araguaia,BR,2022-05-16 14:53:24,-6.4006,-48.555,83.97,75,100,4.5
318,Vallenar,CL,2022-05-16 14:54:01,-28.5708,-70.7581,69.66,33,0,3.29
319,Ende,ID,2022-05-16 14:54:02,-8.8432,121.6623,78.46,88,7,1.68
320,Dakar,SN,2022-05-16 14:44:11,14.6937,-17.4441,92.28,58,43,6.91
321,Shumskiy,RU,2022-05-16 14:55:02,54.8318,99.1328,55.89,88,100,6.22
322,Aranos,NA,2022-05-16 14:55:03,-24.1333,19.1167,78.51,19,6,13.51
323,Kloulklubed,PW,2022-05-16 14:55:03,7.0419,134.2556,77.5,74,8,13.94
324,Lashio,MM,2022-05-16 14:55:04,22.9333,97.75,68.32,93,45,2.33
325,Half Moon Bay,US,2022-05-16 14:55:04,37.4636,-122.4286,58.91,87,100,12.66
326,Plettenberg Bay,ZA,2022-05-16 14:55:05,-34.0527,23.3716,72.81,43,0,2.66
327,Ambanja,MG,2022-05-16 14:55:06,-13.6833,48.45,84.13,84,6,1.72
328,Manaus,BR,2022-05-16 14:55:06,-3.1019,-60.025,84.69,79,75,4.61
329,Sistranda,NO,2022-05-16 14:55:07,63.7256,8.834,46.36,60,43,15.59
330,San Pedro,PH,2022-05-16 14:55:07,14.35,121.0167,79.83,87,100,2.3
331,Pisco,PE,2022-05-16 14:55:08,-13.7,-76.2167,66.25,77,16,4.61
332,Nsanje,MW,2022-05-16 14:55:08,-16.92,35.262,69.69,92,70,5.97
333,Buluang,PH,2022-05-16 14:55:09,13.3068,123.3425,78.17,87,82,2.95
334,Sumbe,AO,2022-05-16 14:55:10,-11.2061,13.8437,84.2,74,40,4.61
335,Margate,GB,2022-05-16 14:55:10,51.3813,1.3862,67.3,72,12,17.85
336,Phalodi,IN,2022-05-16 14:55:11,27.1333,72.3667,95.25,10,0,13.22
337,Leander,US,2022-05-16 14:55:09,30.5788,-97.8531,81.73,75,75,5.01
338,Ballitoville,ZA,2022-05-16 14:55:11,-29.539,31.2144,73.54,68,20,16.11
339,Livingstone,ZM,2022-05-16 14:55:12,-17.8419,25.8543,74.12,30,0,7.38
340,Chernyshevskiy,RU,2022-05-16 14:55:12,63.0128,112.4714,33.33,95,54,0.74
341,Puerto Varas,CL,2022-05-16 14:51:47,-41.3195,-72.9854,39.42,93,0,0.0
342,Pore,CO,2022-05-16 14:55:13,5.7272,-71.9947,87.84,53,92,3.89
343,Rojhan,PK,2022-05-16 14:55:14,28.6868,69.9534,102.94,10,0,3.47
344,Roma,US,2022-05-16 14:50:27,43.2128,-75.4557,75.72,74,75,5.75
345,Sabang,ID,2022-05-16 14:55:14,5.8933,95.3214,83.53,74,100,11.56
346,Mazagao,BR,2022-05-16 14:55:15,-0.115,-51.2894,89.65,62,93,5.91
347,Alyangula,AU,2022-05-16 14:55:15,-13.8483,136.4192,75.18,69,0,6.13
348,Sobolevo,RU,2022-05-16 14:55:16,54.4299,31.8996,52.95,56,71,13.98
349,Galle,LK,2022-05-16 14:55:16,6.0367,80.217,80.28,86,100,16.87
350,Riyadh,SA,2022-05-16 14:52:37,24.6877,46.7219,102.34,5,0,10.96
351,Lima,PE,2022-05-16 14:51:00,-12.0432,-77.0282,66.38,58,0,6.91
352,Port Moresby,PG,2022-05-16 14:55:17,-9.4431,147.1797,76.42,94,40,5.75
353,Buala,SB,2022-05-16 14:55:19,-8.145,159.5921,79.12,81,53,2.53
354,Asfi,MA,2022-05-16 14:55:19,32.2994,-9.2372,71.31,66,0,22.03
355,Abu Zabad,SD,2022-05-16 14:55:20,12.35,29.25,98.35,19,76,1.39
356,Lakota,CI,2022-05-16 14:55:21,5.8528,-5.6883,89.55,52,100,6.33
357,Pangody,RU,2022-05-16 14:55:21,65.85,74.4859,54.41,70,75,9.75
358,Kurilsk,RU,2022-05-16 14:55:22,45.2333,147.8833,44.85,64,0,5.99
359,Townsville,AU,2022-05-16 14:55:23,-19.25,146.8,72.48,88,94,0.0
360,Oria,ES,2022-05-16 14:55:23,43.2554,-2.0187,79.48,43,94,5.01
361,Falavarjan,IR,2022-05-16 14:55:24,32.5553,51.5097,87.01,11,2,22.15
362,Golden,US,2022-05-16 14:55:24,39.7555,-105.2211,71.98,41,75,0.0
363,Hastings,GB,2022-05-16 14:55:25,50.8552,0.5729,69.98,82,7,12.03
364,Bambanglipuro,ID,2022-05-16 14:55:26,-7.95,110.2833,78.55,83,94,3.02
365,Faanui,PF,2022-05-16 14:56:26,-16.4833,-151.75,79.9,72,94,8.75
366,Lodhran,PK,2022-05-16 14:56:27,29.5405,71.6336,100.67,12,0,6.69
367,Basco,PH,2022-05-16 14:56:27,20.4487,121.9702,79.83,83,100,23.98
368,Ostrovnoy,RU,2022-05-16 14:56:29,68.0531,39.5131,37.38,79,100,16.46
369,Miri,MY,2022-05-16 14:56:29,4.4148,114.0089,78.94,94,40,3.44
370,Akhmim,EG,2022-05-16 14:56:30,26.5622,31.745,93.4,8,100,21.54
371,Oxapampa,PE,2022-05-16 14:56:30,-10.5775,-75.4017,66.63,79,89,4.16
372,Bonavista,CA,2022-05-16 14:56:31,48.6499,-53.1147,39.16,77,97,5.44
373,Lunino,RU,2022-05-16 14:56:31,53.5918,45.2271,50.16,90,100,11.5
374,Zhuanghe,CN,2022-05-16 14:56:32,39.7008,122.9911,54.43,82,0,2.59
375,Sosnovo-Ozerskoye,RU,2022-05-16 14:56:32,52.5249,111.5418,46.87,49,6,6.64
376,Havoysund,NO,2022-05-16 14:56:33,70.9963,24.6622,36.84,68,100,19.8
377,Guerrero Negro,MX,2022-05-16 14:56:33,27.9769,-114.0611,61.86,79,98,16.64
378,Lake Havasu City,US,2022-05-16 14:53:06,34.4839,-114.3224,87.46,13,0,5.01
379,Katangli,RU,2022-05-16 14:56:34,51.7102,143.2326,30.79,98,99,5.03
380,Bumba,CD,2022-05-16 14:56:34,2.1833,22.4667,81.84,69,98,1.1
381,Namakkal,IN,2022-05-16 14:56:34,11.2213,78.1652,82.13,76,100,8.43
382,Sayyan,YE,2022-05-16 14:56:35,15.1718,44.3244,72.23,6,0,14.99
383,Hambantota,LK,2022-05-16 14:56:35,6.1241,81.1185,80.94,89,40,10.36
384,Jardim,BR,2022-05-16 14:54:21,-21.4803,-56.1381,62.28,68,68,10.02
385,Riachos,PT,2022-05-16 14:56:36,39.4447,-8.5142,81.34,63,86,8.99
386,Shostka,UA,2022-05-16 14:56:36,51.863,33.4698,53.13,61,88,16.02
387,Voskresenskoye,RU,2022-05-16 14:56:36,56.8381,45.4317,47.59,81,89,8.86
388,Les Cayes,HT,2022-05-16 14:56:37,18.2,-73.75,83.35,70,97,14.41
389,Okhotsk,RU,2022-05-16 14:56:37,59.3833,143.3,32.97,98,100,25.37
390,Mizan Teferi,ET,2022-05-16 14:56:37,6.9833,35.5833,68.38,88,38,0.54
391,Tuskegee,US,2022-05-16 14:56:38,32.424,-85.6916,79.14,100,6,1.99
392,Makakilo City,US,2022-05-16 14:56:38,21.3469,-158.0858,73.72,81,34,5.55
393,Sur,OM,2022-05-16 14:56:38,22.5667,59.5289,87.06,44,0,0.76
394,Qaqortoq,GL,2022-05-16 14:56:39,60.7167,-46.0333,39.7,59,100,6.11
395,Isangel,VU,2022-05-16 14:56:39,-19.55,169.2667,76.03,81,84,15.5
396,Kasangulu,CD,2022-05-16 14:56:40,-4.5911,15.1708,92.28,60,89,1.28
397,Taoudenni,ML,2022-05-16 14:56:40,22.6783,-3.9836,108.86,5,0,15.73
398,Namatanai,PG,2022-05-16 14:56:40,-3.6667,152.4333,80.08,77,95,4.21
399,Yushu,CN,2022-05-16 14:56:41,44.8,126.5333,54.9,27,69,6.04
400,Umm Kaddadah,SD,2022-05-16 14:56:41,13.6017,26.6876,100.22,12,12,12.5
401,Shingu,JP,2022-05-16 14:56:41,33.7333,135.9833,58.17,92,100,4.32
402,Ahipara,NZ,2022-05-16 14:56:42,-35.1667,173.1667,63.72,94,51,6.98
403,Humboldt,US,2022-05-16 14:56:42,40.6665,-123.9178,47.68,95,100,4.21
404,Obigarm,TJ,2022-05-16 14:56:42,38.7173,69.7088,61.09,70,7,2.48
405,Mitu,CO,2022-05-16 14:56:43,1.1983,-70.1733,80.11,78,100,1.92
406,Moses Lake,US,2022-05-16 14:56:43,47.1301,-119.2781,45.28,66,100,7.7
407,Arman,RU,2022-05-16 14:56:44,59.7,150.1667,41.02,89,100,12.33
408,Karatau,KZ,2022-05-16 14:56:44,43.1667,70.4667,68.76,50,0,6.2
409,Udalguri,IN,2022-05-16 14:56:44,26.7667,92.1333,72.64,94,61,5.73
410,Cururupu,BR,2022-05-16 14:57:45,-1.8283,-44.8683,83.82,77,100,5.95
411,Miraflores,MX,2022-05-16 14:57:45,19.2167,-98.8083,66.02,28,9,2.77
412,Mayumba,GA,2022-05-16 14:57:46,-3.432,10.6554,81.48,79,100,7.74
413,Dongsheng,CN,2022-05-16 14:57:46,39.8161,109.9776,59.45,13,62,13.18
414,Luderitz,NA,2022-05-16 14:57:46,-26.6481,15.1594,77.27,32,1,0.83
415,Tukrah,LY,2022-05-16 14:57:47,32.5341,20.5791,74.37,36,0,6.67
416,Kargasok,RU,2022-05-16 14:57:47,59.0556,80.8572,59.94,63,54,7.16
417,Hay River,CA,2022-05-16 14:57:47,60.8156,-115.7999,44.58,61,40,11.5
418,Bhayavadar,IN,2022-05-16 14:57:48,21.85,70.25,87.24,47,4,15.3
419,Kamina,CD,2022-05-16 14:57:48,-8.7386,24.9906,74.07,55,89,3.71
420,Coahuayana,MX,2022-05-16 14:57:49,18.7333,-103.6833,85.41,36,57,2.66
421,Ipixuna,BR,2022-05-16 14:57:49,-1.7625,-48.8043,88.86,58,93,5.41
422,Belem,BR,2022-05-16 14:54:36,-1.4558,-48.5044,87.84,66,75,10.36
423,Areosa,PT,2022-05-16 14:57:49,41.7178,-8.8571,66.16,78,31,18.99
424,Porangatu,BR,2022-05-16 14:57:50,-13.4408,-49.1486,93.15,35,0,3.0
425,Vawkavysk,BY,2022-05-16 14:57:50,53.1561,24.4513,58.15,57,75,11.52
426,Katghora,IN,2022-05-16 14:57:50,22.5,82.55,94.44,23,36,1.9
427,Los Chiles,CR,2022-05-16 14:57:51,11.0333,-84.7167,81.63,83,100,4.63
428,Zhigansk,RU,2022-05-16 14:57:51,66.7697,123.3711,23.22,90,100,5.88
429,Maragogi,BR,2022-05-16 14:54:16,-9.0122,-35.2225,82.99,77,77,8.99
430,Paamiut,GL,2022-05-16 14:57:52,61.994,-49.6678,34.09,75,6,15.43
431,Sillamae,EE,2022-05-16 14:57:52,59.3997,27.7547,48.58,65,90,14.29
432,Gualaquiza,EC,2022-05-16 14:57:52,-3.4,-78.55,65.1,97,100,0.27
433,Amqui,CA,2022-05-16 14:57:53,48.4638,-67.4313,46.83,96,100,4.21
434,Halifax,CA,2022-05-16 14:55:02,44.6453,-63.5724,51.69,98,100,10.36
435,Ntungamo,UG,2022-05-16 14:57:53,-0.8833,29.65,73.49,76,99,3.18
436,Ferkessedougou,CI,2022-05-16 14:57:53,9.6,-5.2,99.01,29,40,9.46
437,Pingyin,CN,2022-05-16 14:57:54,36.2831,116.4453,66.83,18,0,4.52
438,Teguise,ES,2022-05-16 14:57:54,29.0605,-13.564,68.22,78,20,17.27
439,Raga,SS,2022-05-16 14:57:54,8.4596,25.678,85.87,52,97,5.06
440,Quzhou,CN,2022-05-16 14:57:55,28.9594,118.8686,57.94,75,4,0.96
441,San Vicente,AR,2022-05-16 14:57:55,-26.6167,-54.1333,55.47,40,2,5.32
442,Chabahar,IR,2022-05-16 14:57:56,25.2919,60.643,84.97,71,0,13.58
443,Roebourne,AU,2022-05-16 14:57:56,-20.7833,117.1333,73.94,74,100,8.05
444,Laguna,US,2022-05-16 14:56:02,38.421,-121.4238,60.94,79,0,10.36
445,Armidale,AU,2022-05-16 14:57:57,-30.5167,151.65,48.7,95,0,1.86
446,Morondava,MG,2022-05-16 14:57:57,-20.2833,44.2833,79.36,65,8,14.07
447,Vardo,NO,2022-05-16 14:57:57,70.3705,31.1107,39.18,87,75,19.57
448,Ranong,TH,2022-05-16 14:57:58,9.9658,98.6348,80.89,85,100,9.48
449,Port Blair,IN,2022-05-16 14:57:58,11.6667,92.75,81.23,84,100,11.81
450,Mezhdurechensk,RU,2022-05-16 14:57:59,53.6942,88.0603,61.05,59,70,3.6
451,Monkey Bay,MW,2022-05-16 14:57:59,-14.0728,34.9201,78.44,56,24,11.86
452,Auki,SB,2022-05-16 14:58:00,-8.7676,160.7034,77.85,85,96,2.19
453,Vila,PT,2022-05-16 14:58:01,42.0304,-8.1588,63.48,88,99,9.33
454,Ponta Delgada,PT,2022-05-16 14:58:01,37.7333,-25.6667,63.32,59,20,19.57
455,Pontianak,ID,2022-05-16 14:58:02,-0.0333,109.3333,76.98,94,20,0.0
456,Vilani,LV,2022-05-16 14:58:02,56.5525,26.9245,54.34,43,89,13.2
457,Sioux Lookout,CA,2022-05-16 14:58:03,50.1001,-91.917,39.27,87,75,11.5
458,Galion,US,2022-05-16 14:59:03,40.7337,-82.7899,62.33,79,93,1.01
459,Argentan,FR,2022-05-16 14:59:03,48.75,-0.0167,65.35,83,78,8.5
460,Zabid,YE,2022-05-16 14:59:04,14.1951,43.3152,95.97,21,0,8.57
461,Vostok,RU,2022-05-16 14:59:04,46.4856,135.8833,37.26,68,28,6.62
462,Fukue,JP,2022-05-16 14:59:04,32.6881,128.8419,64.72,48,100,7.11
463,Stornoway,GB,2022-05-16 14:59:05,58.2093,-6.3865,51.76,88,75,14.97
464,Kropotkin,RU,2022-05-16 14:59:05,45.4375,40.5756,62.11,64,19,12.19
465,Marawi,PH,2022-05-16 14:59:06,7.9986,124.2928,70.54,93,71,2.71
466,Vestmanna,FO,2022-05-16 14:59:06,62.1564,-7.1664,50.92,62,61,23.02
467,Saldanha,ZA,2022-05-16 14:59:06,-33.0117,17.9442,89.65,36,12,12.08
468,Santa Cruz,BO,2022-05-16 14:56:41,-17.8,-63.1667,67.46,55,75,25.32
469,Itarema,BR,2022-05-16 14:59:07,-2.9248,-39.9167,84.51,70,83,14.32
470,Santa Marta,CO,2022-05-16 14:57:54,11.2408,-74.199,86.05,74,40,5.75
471,Manokwari,ID,2022-05-16 14:59:08,-0.8667,134.0833,80.89,76,100,5.82
472,Mega,ET,2022-05-16 14:59:08,4.05,38.3,63.43,72,74,12.8
473,Wadena,US,2022-05-16 14:59:09,46.4425,-95.1361,56.95,59,5,10.98
474,Mehran,IR,2022-05-16 14:59:09,33.1222,46.1646,88.81,15,0,19.98
475,Opuwo,NA,2022-05-16 14:59:10,-18.0607,13.84,83.12,22,31,12.41
476,Aviles,ES,2022-05-16 14:59:10,43.5547,-5.9248,75.18,62,20,10.36
477,Cabedelo,BR,2022-05-16 14:59:11,-6.9811,-34.8339,84.87,77,35,12.33
478,Hofn,IS,2022-05-16 14:59:11,64.2539,-15.2082,53.62,71,75,9.22
479,Fjerritslev,DK,2022-05-16 14:59:12,57.0813,9.2664,58.89,67,100,10.36
480,Inuvik,CA,2022-05-16 14:59:12,68.3499,-133.7218,33.01,100,100,5.75
481,Mogzon,RU,2022-05-16 14:59:13,51.7435,111.9606,45.12,50,50,3.67
482,Nizhniy Tagil,RU,2022-05-16 14:54:45,57.9194,59.965,56.3,67,100,3.47
483,Acapulco,MX,2022-05-16 14:59:13,16.8634,-99.8901,86.16,52,25,1.99
484,Havelock,US,2022-05-16 14:58:22,34.8791,-76.9013,82.35,83,1,11.01
485,Wajima,JP,2022-05-16 14:59:13,37.4,136.9,57.67,63,100,3.4
486,Boca Do Acre,BR,2022-05-16 14:59:14,-8.7522,-67.3978,74.32,99,100,4.14
487,Fenoarivo Atsinanana,MG,2022-05-16 14:59:14,-17.3667,49.4167,73.78,83,16,10.63
488,Minbu,MM,2022-05-16 14:59:15,20.1833,94.8833,91.02,53,89,3.09
489,Ust-Omchug,RU,2022-05-16 14:59:15,61.15,149.6333,32.97,85,97,5.86
490,Mirabad,AF,2022-05-16 14:59:16,30.4362,61.8383,90.32,7,0,11.5
491,Tamiahua,MX,2022-05-16 14:59:16,21.2667,-97.45,82.65,65,6,7.45
492,Klaksvik,FO,2022-05-16 14:59:16,62.2266,-6.589,52.72,89,44,22.32
493,Jumla,NP,2022-05-16 14:59:17,29.2747,82.1838,59.63,52,67,3.91
494,Miles City,US,2022-05-16 14:59:17,46.4083,-105.8406,63.48,45,75,7.54
495,Gebre Guracha,ET,2022-05-16 14:59:17,9.8,38.4,75.52,10,98,5.3
496,Zlobin,HR,2022-05-16 14:59:18,45.2924,14.6541,70.9,47,0,6.91
497,Northam,GB,2022-05-16 14:59:18,51.0333,-4.2167,62.65,74,45,15.17
498,Bismarck,US,2022-05-16 14:57:17,46.8083,-100.7837,62.87,50,0,5.75
499,San Cristobal,VE,2022-05-16 14:59:19,7.7669,-72.225,80.78,44,99,9.19
500,Znamenskoye,RU,2022-05-16 14:59:19,57.1281,73.8282,55.65,83,74,6.4
501,Camaqua,BR,2022-05-16 14:59:19,-30.8511,-51.8122,56.17,60,6,13.15
502,Intipuca,SV,2022-05-16 14:59:20,13.1969,-88.0544,90.7,42,99,1.99
503,Janesville,US,2022-05-16 14:58:45,42.6828,-89.0187,70.14,37,2,5.01
504,Hinton,CA,2022-05-16 15:00:20,53.4001,-117.5857,49.26,62,68,5.37
505,Smithers,CA,2022-05-16 15:00:20,54.7804,-127.1743,43.47,97,100,4.29
506,Mehamn,NO,2022-05-16 15:00:21,71.0357,27.8492,35.51,73,100,19.13
507,Banepa,NP,2022-05-16 15:00:21,27.6298,85.5214,66.52,94,75,4.61
508,Chornobay,UA,2022-05-16 15:00:22,49.6708,32.3239,58.89,59,87,8.9
509,Mangai,CD,2022-05-16 15:00:22,-4.05,19.5333,90.09,43,83,2.19
510,Kudahuvadhoo,MV,2022-05-16 15:00:22,2.6708,72.8944,83.68,79,96,18.03
511,Eagle Pass,US,2022-05-16 14:59:27,28.7091,-100.4995,82.27,59,65,11.23
512,Ternate,ID,2022-05-16 15:00:23,0.8,127.4,81.48,78,76,3.44
513,Pinega,RU,2022-05-16 15:00:23,64.7001,43.3936,46.98,49,61,11.59
514,Grindavik,IS,2022-05-16 15:00:24,63.8424,-22.4338,55.87,67,75,11.5
515,Chimbote,PE,2022-05-16 15:00:24,-9.0853,-78.5783,67.69,77,76,9.13
516,Payson,US,2022-05-16 15:00:24,40.0444,-111.7321,71.37,38,98,1.99
517,Erenhot,CN,2022-05-16 15:00:25,43.6475,111.9767,63.99,14,92,6.24
518,Sozopol,BG,2022-05-16 15:00:25,42.4167,27.7,71.94,66,8,9.4
519,Marsh Harbour,BS,2022-05-16 15:00:26,26.5412,-77.0636,77.68,77,100,4.61
520,Christchurch,NZ,2022-05-16 14:56:17,-43.5333,172.6333,52.48,95,100,3.44
521,Adrar,MR,2022-05-16 15:00:26,20.5022,-10.0711,106.79,6,8,17.9
522,Mozarlandia,BR,2022-05-16 15:00:27,-14.7447,-50.5706,91.13,37,8,6.51
523,Saint-Georges,GD,2022-05-16 14:59:13,12.0564,-61.7485,83.88,74,20,23.02
524,Uyuni,BO,2022-05-16 15:00:27,-20.4597,-66.825,47.66,28,0,17.87
525,Quatre Cocos,MU,2022-05-16 15:00:27,-20.2078,57.7625,76.08,70,84,16.28
526,Port Lincoln,AU,2022-05-16 14:55:50,-34.7333,135.8667,58.42,65,100,10.22
527,Pottsville,US,2022-05-16 15:00:28,40.6857,-76.1955,75.56,82,17,1.99
528,Mayo,US,2022-05-16 15:00:28,38.8876,-76.5119,72.97,93,100,6.91
529,Safaga,EG,2022-05-16 15:00:29,26.7292,33.9365,89.33,22,88,27.74
530,Coxim,BR,2022-05-16 15:00:29,-18.5067,-54.76,69.13,77,99,5.75
531,Eyl,SO,2022-05-16 15:00:30,7.9803,49.8164,84.15,71,71,26.19
532,Cabra,ES,2022-05-16 15:00:30,37.4725,-4.4421,80.15,29,9,7.7
533,Bonfim,BR,2022-05-16 15:00:30,3.0833,-59.95,82.4,74,100,3.96
534,Arcata,US,2022-05-16 15:00:31,40.8665,-124.0828,56.75,74,100,9.22
535,Santa Cruz De La Palma,ES,2022-05-16 15:00:31,28.6835,-17.7642,74.14,69,4,4.25
536,Freeport,US,2022-05-16 15:00:32,40.6576,-73.5832,78.15,77,79,7.0
537,Saint Anthony,US,2022-05-16 14:59:09,45.0205,-93.218,65.89,46,0,14.97
538,Tabou,CI,2022-05-16 15:00:32,4.423,-7.3528,83.08,77,100,8.1
539,Rawson,AR,2022-05-16 14:58:24,-43.3002,-65.1023,51.12,63,27,5.82
540,Voh,NC,2022-05-16 15:00:33,-20.9667,164.7,70.65,88,15,5.44
541,Mantamados,GR,2022-05-16 15:00:33,39.3117,26.3339,80.65,57,5,8.68
542,Conde,BR,2022-05-16 15:00:34,-7.2597,-34.9075,83.16,73,39,12.35
543,Key Largo,US,2022-05-16 14:57:46,25.0865,-80.4473,81.0,69,14,7.81
544,Kachiry,KZ,2022-05-16 15:00:34,53.0675,76.1036,62.82,66,67,10.87
545,Szecseny,HU,2022-05-16 15:00:34,48.0806,19.5202,79.41,55,11,7.38
546,San Juan De Flores,HN,2022-05-16 15:00:35,14.2667,-87.0333,83.07,37,97,5.91
547,Atasu,KZ,2022-05-16 15:00:35,48.6814,71.6433,68.76,36,19,9.42
548,Batagay-Alyta,RU,2022-05-16 15:00:35,67.8006,130.4114,6.91,96,73,5.17
549,Essenbach,DE,2022-05-16 15:00:36,48.6167,12.2167,80.42,59,90,13.11
550,Mindelo,CV,2022-05-16 15:00:36,16.8901,-24.9804,76.37,66,99,21.39
551,Mena,UA,2022-05-16 15:01:37,51.5217,32.2157,56.12,57,79,13.76
552,Filadelfia,US,2022-05-16 15:00:35,39.9523,-75.1638,75.94,77,42,4.0
553,Prince Rupert,CA,2022-05-16 14:59:28,54.3161,-130.3201,44.29,78,100,26.46
554,Oranjemund,NA,2022-05-16 15:01:37,-28.55,16.4333,78.37,33,0,6.98
555,Whitecourt,CA,2022-05-16 15:01:37,54.1502,-115.6855,52.02,58,97,10.69
556,Brigantine,US,2022-05-16 15:01:38,39.4101,-74.3646,76.03,88,77,11.68
557,Oksfjord,NO,2022-05-16 15:01:38,70.2396,22.3479,39.27,89,100,11.95
